"ID";"Geslacht";"Persoonskenmerken";"UitstromersHoMetEnZonderDiploma";"Arbeidsmarktpositie";"Studierichting";"Peilmoment";"Perioden";"UitstromersHo_1"
"3761019";"4000   ";"A051735";"A043054";"A028813";"A042611";"A029078";"2015SJ00";"90"
"3761034";"4000   ";"A051735";"A043054";"A028813";"A042611";"A029079";"2015SJ00";"80"
"3761049";"4000   ";"A051735";"A043054";"A028813";"A042611";"A029080";"2015SJ00";"90"
"3761064";"4000   ";"A051735";"A043054";"A028813";"A042611";"A029081";"2015SJ00";"80"
"3761079";"4000   ";"A051735";"A043054";"A028813";"A042611";"A029082";"2015SJ00";"80"
"3761109";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029077";"2015SJ00";"110"
"3761124";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029078";"2015SJ00";"70"
"3761139";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029079";"2015SJ00";"80"
"3761154";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029080";"2015SJ00";"70"
"3761169";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029081";"2015SJ00";"60"
"3761184";"4000   ";"A051735";"A043054";"A028813";"A042612";"A029082";"2015SJ00";"60"
"3761214";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029077";"2015SJ00";"790"
"3761229";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029078";"2015SJ00";"250"
"3761244";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029079";"2015SJ00";"200"
"3761259";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029080";"2015SJ00";"190"
"3761274";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029081";"2015SJ00";"190"
"3761289";"4000   ";"A051735";"A043054";"A028813";"A042613";"A029082";"2015SJ00";"180"
"3761319";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029077";"2015SJ00";"230"
"3761334";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029078";"2015SJ00";"110"
"3761349";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029079";"2015SJ00";"100"
"3761364";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029080";"2015SJ00";"100"
"3761379";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029081";"2015SJ00";"90"
"3761394";"4000   ";"A051735";"A043054";"A028813";"A042614";"A029082";"2015SJ00";"100"
"3761424";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029077";"2015SJ00";"230"
"3761439";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029078";"2015SJ00";"130"
"3761454";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029079";"2015SJ00";"130"
"3761469";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029080";"2015SJ00";"130"
"3761484";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029081";"2015SJ00";"130"
"3761499";"4000   ";"A051735";"A043054";"A028813";"A042615";"A029082";"2015SJ00";"130"
"3761529";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029077";"2015SJ00";"930"
"3761544";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029078";"2015SJ00";"450"
"3761559";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029079";"2015SJ00";"390"
"3761574";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029080";"2015SJ00";"390"
"3761589";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029081";"2015SJ00";"360"
"3761604";"4000   ";"A051735";"A043054";"A028813";"A042616";"A029082";"2015SJ00";"380"
"3761634";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029077";"2015SJ00";"630"
"3761649";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029078";"2015SJ00";"450"
"3761664";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029079";"2015SJ00";"440"
"3761679";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029080";"2015SJ00";"420"
"3761694";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029081";"2015SJ00";"360"
"3761709";"4000   ";"A051735";"A043054";"A028813";"A042617";"A029082";"2015SJ00";"400"
"3761739";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029077";"2015SJ00";"180"
"3761754";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029078";"2015SJ00";"70"
"3761769";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029079";"2015SJ00";"70"
"3761784";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029080";"2015SJ00";"80"
"3761799";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029081";"2015SJ00";"80"
"3761814";"4000   ";"A051735";"A043054";"A028813";"A042618";"A029082";"2015SJ00";"80"
"3761844";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029077";"2015SJ00";"60"
"3761859";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029078";"2015SJ00";"50"
"3761874";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029079";"2015SJ00";"40"
"3761889";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029080";"2015SJ00";"30"
"3761904";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029081";"2015SJ00";"140"
"3761919";"4000   ";"A051735";"A043054";"A028814";"T001332";"A029082";"2015SJ00";"100"
"3761949";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029077";"2015SJ00";"0"
"3761964";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029078";"2015SJ00";"0"
"3761979";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029079";"2015SJ00";"0"
"3761994";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029080";"2015SJ00";"0"
"3762009";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029081";"2015SJ00";"0"
"3762024";"4000   ";"A051735";"A043054";"A028814";"A042609";"A029082";"2015SJ00";"0"
"3762054";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029077";"2015SJ00";"0"
"3762069";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029078";"2015SJ00";"0"
"3762084";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029079";"2015SJ00";"0"
"3762099";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029080";"2015SJ00";"0"
"3762114";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029081";"2015SJ00";"0"
"3762129";"4000   ";"A051735";"A043054";"A028814";"A042610";"A029082";"2015SJ00";"10"
"3762159";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029077";"2015SJ00";"0"
"3762174";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029078";"2015SJ00";"10"
"3762189";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029079";"2015SJ00";"0"
"3762204";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029080";"2015SJ00";"0"
"3762219";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029081";"2015SJ00";"0"
"3762234";"4000   ";"A051735";"A043054";"A028814";"A042611";"A029082";"2015SJ00";"0"
"3762264";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029077";"2015SJ00";"0"
"3762279";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029078";"2015SJ00";"0"
"3762294";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029079";"2015SJ00";"0"
"3762309";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029080";"2015SJ00";"0"
"3762324";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029081";"2015SJ00";"0"
"3762339";"4000   ";"A051735";"A043054";"A028814";"A042612";"A029082";"2015SJ00";"0"
"3762369";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029077";"2015SJ00";"10"
"3762384";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029078";"2015SJ00";"0"
"3762399";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029079";"2015SJ00";"0"
"3762414";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029080";"2015SJ00";"0"
"3762429";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029081";"2015SJ00";"10"
"3762444";"4000   ";"A051735";"A043054";"A028814";"A042613";"A029082";"2015SJ00";"10"
"3762474";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029077";"2015SJ00";"0"
"3762489";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029078";"2015SJ00";"0"
"3762504";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029079";"2015SJ00";"0"
"3762519";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029080";"2015SJ00";"0"
"3762534";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029081";"2015SJ00";"10"
"3762549";"4000   ";"A051735";"A043054";"A028814";"A042614";"A029082";"2015SJ00";"10"
"3762579";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029077";"2015SJ00";"10"
"3762594";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029078";"2015SJ00";"10"
"3762609";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029079";"2015SJ00";"0"
"3762624";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029080";"2015SJ00";"0"
"3762639";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029081";"2015SJ00";"10"
"3762654";"4000   ";"A051735";"A043054";"A028814";"A042615";"A029082";"2015SJ00";"0"
"3762684";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029077";"2015SJ00";"20"
"3762699";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029078";"2015SJ00";"10"
"3762714";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029079";"2015SJ00";"10"
"3762729";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029080";"2015SJ00";"10"
"3762744";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029081";"2015SJ00";"40"
"3762759";"4000   ";"A051735";"A043054";"A028814";"A042616";"A029082";"2015SJ00";"20"
"3762789";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029077";"2015SJ00";"20"
"3762804";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029078";"2015SJ00";"20"
"3762819";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029079";"2015SJ00";"10"
"3762834";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029080";"2015SJ00";"20"
"3762849";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029081";"2015SJ00";"70"
"3762864";"4000   ";"A051735";"A043054";"A028814";"A042617";"A029082";"2015SJ00";"40"
"3762894";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029077";"2015SJ00";"0"
"3762909";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029078";"2015SJ00";"0"
"3762924";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029079";"2015SJ00";"0"
"3762939";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029080";"2015SJ00";"0"
"3762954";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029081";"2015SJ00";"0"
"3762969";"4000   ";"A051735";"A043054";"A028814";"A042618";"A029082";"2015SJ00";"0"
"3762999";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029077";"2015SJ00";"110"
"3763014";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029078";"2015SJ00";"90"
"3763029";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029079";"2015SJ00";"80"
"3763044";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029080";"2015SJ00";"70"
"3763059";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029081";"2015SJ00";"100"
"3763074";"4000   ";"A051735";"A043054";"A028815";"T001332";"A029082";"2015SJ00";"70"
"3763104";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029077";"2015SJ00";"0"
"3763119";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029078";"2015SJ00";"0"
"3763134";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029079";"2015SJ00";"0"
"3763149";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029080";"2015SJ00";"0"
"3763164";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029081";"2015SJ00";"0"
"3763179";"4000   ";"A051735";"A043054";"A028815";"A042609";"A029082";"2015SJ00";"0"
"3763209";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029077";"2015SJ00";"0"
"3763224";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029078";"2015SJ00";"0"
"3763239";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029079";"2015SJ00";"0"
"3763254";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029080";"2015SJ00";"0"
"3763269";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029081";"2015SJ00";"0"
"3763284";"4000   ";"A051735";"A043054";"A028815";"A042610";"A029082";"2015SJ00";"0"
"3763314";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029077";"2015SJ00";"10"
"3763329";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029078";"2015SJ00";"0"
"3763344";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029079";"2015SJ00";"0"
"3763359";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029080";"2015SJ00";"0"
"3763374";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029081";"2015SJ00";"10"
"3763389";"4000   ";"A051735";"A043054";"A028815";"A042611";"A029082";"2015SJ00";"10"
"3763419";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029077";"2015SJ00";"0"
"3763434";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029078";"2015SJ00";"0"
"3763449";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029079";"2015SJ00";"0"
"3763464";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029080";"2015SJ00";"0"
"3763479";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029081";"2015SJ00";"0"
"3763494";"4000   ";"A051735";"A043054";"A028815";"A042612";"A029082";"2015SJ00";"0"
"3763524";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029077";"2015SJ00";"10"
"3763539";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029078";"2015SJ00";"10"
"3763554";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029079";"2015SJ00";"10"
"3763569";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029080";"2015SJ00";"10"
"3763584";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029081";"2015SJ00";"0"
"3763599";"4000   ";"A051735";"A043054";"A028815";"A042613";"A029082";"2015SJ00";"10"
"3763629";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029077";"2015SJ00";"0"
"3763644";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029078";"2015SJ00";"0"
"3763659";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029079";"2015SJ00";"0"
"3763674";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029080";"2015SJ00";"0"
"3763689";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029081";"2015SJ00";"0"
"3763704";"4000   ";"A051735";"A043054";"A028815";"A042614";"A029082";"2015SJ00";"0"
"3763734";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029077";"2015SJ00";"10"
"3763749";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029078";"2015SJ00";"10"
"3763764";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029079";"2015SJ00";"10"
"3763779";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029080";"2015SJ00";"10"
"3763794";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029081";"2015SJ00";"10"
"3763809";"4000   ";"A051735";"A043054";"A028815";"A042615";"A029082";"2015SJ00";"10"
"3763839";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029077";"2015SJ00";"40"
"3763854";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029078";"2015SJ00";"30"
"3763869";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029079";"2015SJ00";"20"
"3763884";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029080";"2015SJ00";"20"
"3763899";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029081";"2015SJ00";"30"
"3763914";"4000   ";"A051735";"A043054";"A028815";"A042616";"A029082";"2015SJ00";"20"
"3763944";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029077";"2015SJ00";"40"
"3763959";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029078";"2015SJ00";"30"
"3763974";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029079";"2015SJ00";"30"
"3763989";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029080";"2015SJ00";"40"
"3764004";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029081";"2015SJ00";"40"
"3764019";"4000   ";"A051735";"A043054";"A028815";"A042617";"A029082";"2015SJ00";"30"
"3764049";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029077";"2015SJ00";"0"
"3764064";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029078";"2015SJ00";"0"
"3764079";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029079";"2015SJ00";"0"
"3764094";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029080";"2015SJ00";"0"
"3764109";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029081";"2015SJ00";"0"
"3764124";"4000   ";"A051735";"A043054";"A028815";"A042618";"A029082";"2015SJ00";"0"
"3764154";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029077";"2015SJ00";"1340"
"3764169";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029078";"2015SJ00";"430"
"3764184";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029079";"2015SJ00";"240"
"3764199";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029080";"2015SJ00";"190"
"3764214";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029081";"2015SJ00";"140"
"3764229";"4000   ";"A051735";"A043054";"A028816";"T001332";"A029082";"2015SJ00";"120"
"3764259";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029077";"2015SJ00";"0"
"3764274";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029078";"2015SJ00";"0"
"3764289";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029079";"2015SJ00";"0"
"3764304";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029080";"2015SJ00";"0"
"3764319";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029081";"2015SJ00";"0"
"3764334";"4000   ";"A051735";"A043054";"A028816";"A042609";"A029082";"2015SJ00";"0"
"3764364";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029077";"2015SJ00";"50"
"3764379";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029078";"2015SJ00";"20"
"3764394";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029079";"2015SJ00";"10"
"3764409";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029080";"2015SJ00";"10"
"3764424";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029081";"2015SJ00";"10"
"3764439";"4000   ";"A051735";"A043054";"A028816";"A042610";"A029082";"2015SJ00";"0"
"3764469";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029077";"2015SJ00";"90"
"3764484";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029078";"2015SJ00";"30"
"3764499";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029079";"2015SJ00";"20"
"3764514";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029080";"2015SJ00";"10"
"3764529";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029081";"2015SJ00";"10"
"3764544";"4000   ";"A051735";"A043054";"A028816";"A042611";"A029082";"2015SJ00";"10"
"3764574";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029077";"2015SJ00";"80"
"3764589";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029078";"2015SJ00";"20"
"3764604";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029079";"2015SJ00";"0"
"3764619";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029080";"2015SJ00";"10"
"3764634";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029081";"2015SJ00";"10"
"3764649";"4000   ";"A051735";"A043054";"A028816";"A042612";"A029082";"2015SJ00";"10"
"3764679";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029077";"2015SJ00";"310"
"3764694";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029078";"2015SJ00";"30"
"3764709";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029079";"2015SJ00";"10"
"3764724";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029080";"2015SJ00";"10"
"3764739";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029081";"2015SJ00";"0"
"3764754";"4000   ";"A051735";"A043054";"A028816";"A042613";"A029082";"2015SJ00";"0"
"3764784";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029077";"2015SJ00";"80"
"3764799";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029078";"2015SJ00";"30"
"3764814";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029079";"2015SJ00";"20"
"3764829";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029080";"2015SJ00";"10"
"3764844";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029081";"2015SJ00";"10"
"3764859";"4000   ";"A051735";"A043054";"A028816";"A042614";"A029082";"2015SJ00";"10"
"3764889";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029077";"2015SJ00";"90"
"3764904";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029078";"2015SJ00";"30"
"3764919";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029079";"2015SJ00";"10"
"3764934";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029080";"2015SJ00";"10"
"3764949";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029081";"2015SJ00";"10"
"3764964";"4000   ";"A051735";"A043054";"A028816";"A042615";"A029082";"2015SJ00";"10"
"3764994";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029077";"2015SJ00";"310"
"3765009";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029078";"2015SJ00";"110"
"3765024";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029079";"2015SJ00";"70"
"3765039";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029080";"2015SJ00";"50"
"3765054";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029081";"2015SJ00";"30"
"3765069";"4000   ";"A051735";"A043054";"A028816";"A042616";"A029082";"2015SJ00";"30"
"3765099";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029077";"2015SJ00";"230"
"3765114";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029078";"2015SJ00";"110"
"3765129";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029079";"2015SJ00";"60"
"3765144";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029080";"2015SJ00";"50"
"3765159";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029081";"2015SJ00";"40"
"3765174";"4000   ";"A051735";"A043054";"A028816";"A042617";"A029082";"2015SJ00";"30"
"3765204";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029077";"2015SJ00";"110"
"3765219";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029078";"2015SJ00";"60"
"3765234";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029079";"2015SJ00";"40"
"3765249";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029080";"2015SJ00";"30"
"3765264";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029081";"2015SJ00";"20"
"3765279";"4000   ";"A051735";"A043054";"A028816";"A042618";"A029082";"2015SJ00";"20"
"3765309";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029077";"2015SJ00";
"3765324";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029078";"2015SJ00";"2580"
"3765339";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029079";"2015SJ00";"2910"
"3765354";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029080";"2015SJ00";"2990"
"3765369";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029081";"2015SJ00";"3040"
"3765384";"4000   ";"A051735";"A043054";"A043837";"T001332";"A029082";"2015SJ00";"3080"
"3765414";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029077";"2015SJ00";
"3765429";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029078";"2015SJ00";"0"
"3765444";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029079";"2015SJ00";"0"
"3765459";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029080";"2015SJ00";"0"
"3765474";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029081";"2015SJ00";"0"
"3765489";"4000   ";"A051735";"A043054";"A043837";"A042609";"A029082";"2015SJ00";"0"
"3765519";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029077";"2015SJ00";
"3765534";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029078";"2015SJ00";"60"
"3765549";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029079";"2015SJ00";"60"
"3765564";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029080";"2015SJ00";"60"
"3765579";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029081";"2015SJ00";"60"
"3765594";"4000   ";"A051735";"A043054";"A043837";"A042610";"A029082";"2015SJ00";"60"
"3765624";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029077";"2015SJ00";
"3765639";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029078";"2015SJ00";"160"
"3765654";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029079";"2015SJ00";"180"
"3765669";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029080";"2015SJ00";"180"
"3765684";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029081";"2015SJ00";"190"
"3765699";"4000   ";"A051735";"A043054";"A043837";"A042611";"A029082";"2015SJ00";"190"
"3765729";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029077";"2015SJ00";
"3765744";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029078";"2015SJ00";"100"
"3765759";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029079";"2015SJ00";"110"
"3765774";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029080";"2015SJ00";"110"
"3765789";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029081";"2015SJ00";"110"
"3765804";"4000   ";"A051735";"A043054";"A043837";"A042612";"A029082";"2015SJ00";"110"
"3765834";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029077";"2015SJ00";
"3765849";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029078";"2015SJ00";"830"
"3765864";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029079";"2015SJ00";"900"
"3765879";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029080";"2015SJ00";"910"
"3765894";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029081";"2015SJ00";"920"
"3765909";"4000   ";"A051735";"A043054";"A043837";"A042613";"A029082";"2015SJ00";"920"
"3765939";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029077";"2015SJ00";
"3765954";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029078";"2015SJ00";"170"
"3765969";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029079";"2015SJ00";"190"
"3765984";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029080";"2015SJ00";"190"
"3765999";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029081";"2015SJ00";"190"
"3766014";"4000   ";"A051735";"A043054";"A043837";"A042614";"A029082";"2015SJ00";"190"
"3766044";"4000   ";"A051735";"A043054";"A043837";"A042615";"A029077";"2015SJ00";
"3766059";"4000   ";"A051735";"A043054";"A043837";"A042615";"A029078";"2015SJ00";"160"
"3766074";"4000   ";"A051735";"A043054";"A043837";"A042615";"A029079";"2015SJ00";"170"
